id,title,release_date,overview,vote_average,vote_count,popularity,original_language
74469,The Story of Louis Pasteur,1936-02-22,"A true story about Louis Pasteur, who revolutionized medicine by proving that much disease is caused by microbes, that sanitation is paramount and that at least some diseases can be cured by vaccinations.",6.826,46,0.777,en
476000,Jo and the Pirates,,"Jo and the Pirates is a short film about Jo (Joanne), a fourteen year old girl living in her second foster home with two malicious foster siblings, an overworked foster mother, and the foster mother's layabout brother. On Halloween, after protecting her best friend from a neighborhood bully, Jo hides in the woods. She discovers a strange piece of glowing metal that takes her aboard the bridge of a space ship crewed by intergalactic pirates.",4.5,1,0.0214,en
60381,Laura Pausini: San Siro 2007,2007-11-30,"San Siro 2007 is Italian singer–songwriter Laura Pausini's second live album chronicling her historic performance at Milan's Stadio San Siro on June 2, 2007. The album was released on November 30, 2007.",6.7,5,0.0352,en
148844,A Dangerous Proposal,1919-12-26,"The farmer Knut Husaby has a daughter, Aslaug, who is the most beautiful girl in the village. Many boys are after her, but Knut and his two sons drive them away, if they come too close to the farm. Aslaug is secretly in love with Tore Naesset. But he is only a smallholder's son, and when he asks for Aslaug's hand, her father just laughs at him. Instead her father wants Aslaug to marry Ola Thormundson, a gawky boy, who is the son of the wealthiest farmer in the village. Aslaug brings her family's cattle to the Husaby summer farm up in the mountain. Only one road leads to the summer farm, and it passes right by the main farm. When Tore returns from a visit to Aslaug in the mountains, Knut and his sons beat him black and blue. As it's impossible for him to use the road anymore, Tore has to figure out another way to go to Aslaug. Next Saturday he crosses the fiord in a rowing-boat. He stops at a fifty meter high wall of rock, and starts climbing it, hoping to reach Aslaug at the top.",5.7,6,0.102,sv
466695,It’s My Turn,2017-07-19,"The true story of the 1992 car-bombing murder of Paolo Borsellino, an anti-Mafia crusader and Palermo judge, is recounted in this documentary drama.",7.8,9,0.1634,it
250546,Annabelle,2014-10-02,A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists.,5.781,6214,15.8742,en
229992,Cold Tracks,1962-01-10,"Guilt and sexual jealousy are the main dynamics behind Skouen's gloomy and intense tale about Oddmund, a former Resistance leader who caused the death of 12 refugees during the war.",5.5,5,0.0629,no
274965,Wind from the South,1975-01-02,"Néfissa, a student in Algiers, returns to her village in the south in the summer. Her father wants her to marry the mayor but she wants to continue her studies. Confronting her father and the opinion of the villagers who do not understand her, she decides to flee to Algiers. The shepherd Rabah discovering her wounded and lost in the mountains, has her treated by her mother. In contact with Nefissa, Rabat becomes aware of his exploited condition and discovers the possibilities offered to him by the cooperatives of the agrarian revolution. The two young people will go through the decisive stage together which will allow them to escape obscurantism and exploitation. Based on the novel ""Le vent du sud"" by Abdelhamid Benahouga",10.0,1,0.0143,ar
983040,Ittu Si Baat,2022-06-17,"The film is set in the small town of Chunar, near Varanasi. Ittu Si Baat is a slice-of-life story of an up-and-coming cricketer who falls in love with his childhood friend. ""A modern take on first love, it's a sweet small-town love story loaded with teenage innocence comprising a talented and versatile star cast. The movie will take the audience on the journey of Bittu, who learns about the aspirations of his childhood crush Sapna and the extent to which he goes to fulfill her dreams.",3.0,1,2.0491,hi
429785,Herbie Hancock - Live au Jazz à Juan 2003,2003-07-16,,10.0,1,0.0143,en
569637,Delaware Shore,2018-12-21,A Holocaust survivor who escapes the concentration camps finds refuge on a secluded Delaware Beach and raises her abandoned twin grandchildren.,1.0,1,0.1172,en
798626,Door Bell,2017-10-27,"Raghav, a writer, heads to his bungalow in Lonavala with his fiancee Tanish in order to complete his script. However, due to certain reasons, Tanisha has to return to Mumbai for a couple of hours. In the meantime, two very attractive girls Pinky and Sinky arrive at Raghav's bungalow, asking for help due to heavy rains. What awaits Raghav is a night of passion, however, the two women torture him in a psychotic manner.",5.0,1,0.0806,hi
81675,The Bear,2011-05-06,"At the Bucharest Circus, the new young manager is trying to solve the major financial issues of the company by selling its only bear (old and about to die soon) to German hunters. But the artists do not want to sacrifice their favorite animal so the manager decides to steal the bear and run to the mountains to meet the Germans. A crazy road movie starts following the bear.",6.3,13,0.4221,ro
186636,Don't Tell Me,2012-03-14,,5.0,8,0.0847,it
646000,Naoya Inoue vs. Nonito Donaire,2019-11-07,World Boxing Super Series Bantamweight Final,9.0,1,0.102,en
253287,We'll Never Have Paris,2014-10-01,"Quinn, a neurotic man, is diagnosed with a harmless eye condition and soon after his life spirals out of control. He second-guesses his plans to propose to his longtime girlfriend, Devon, after his beautiful coworker, Kelsey, confesses that she has a crush on him. After a conversation with his best friend, Jameson, he clumsily tries to explain his doubts to Devon, but his possible proposal turns into a break-up. When Devon flees to Paris, he follows her in a last-ditch effort to win back ""the one.""",4.9,101,0.7206,en
302988,Mango Tango,2009-11-13,"In this dark, romantic comedy, a shy but stunning New York City tango teacher dreams about finding her soul mate. Instead, her boyfriends are increasingly neurotic and unstable. But when she meet a psychotherapist in Central Park, everything changes.",6.0,2,0.0721,en
853954,Birds of Passage,2009-08-31,"Birds of Passage presents a lyrical journey through the everyday lives of two young Uruguayan songwriters. Ernesto and Yisela have moved to the capital, leaving behind their respective hometowns on the borders of Brazil and Argentina. After many years of composing songs that reflect their origins, both decide to explore new horizons and each seeks to fulfill the dream of recording a first album. While Yisela struggles to reconcile the emerging possibilities of a career in Uruguay with her plans to move to Argentina, Ernesto confronts personal conflicts that threaten to sabotage his creative passion. The film fuses the arts of documentary film and music, interweaving the songs and stories of these two young composers. With vérité cinematography and an unforgettable soundtrack, Birds of Passage explores the challenges of being a young artist, and the art of searching, inside and outside of oneself.",1.0,1,0.0518,es
98075,Wolf,2012-03-11,"A family is shaken to the core when they discover that their son has been molested. As they struggle to deal with the betrayal, their son heads towards a total mental collapse because of his love for his abuser.",6.5,4,0.0496,en
375299,Bödőcs Tibor: Böllérbalett,2014-12-24,,8.8,2,0.0379,hu
54946,They Met in the Dark,1943-08-11,A Royal navy Commander is tricked by a pretty girl who is working for the Nazis. She tricks him into revealing some military secrets and he is court martial. He vows to track her and her accomplices down.,6.3,13,0.2244,en
811339,Ex Nihilo Nihil Fit,2019-08-08,"Ranju is a melancholic character. He resides in an old house with his elderly parents in a small town. It is as if the past memories of his ancestors lodged in his body. It is as if he were reincarnated. He finds it particularly difficult to sleep on rainy nights. On rainy nights memories of past lives awakes - his boyhood, his national past; his vision gets distorted, he couldn't help leaving the house. He seeks to escape from this troubled, hectic, suffocating modern world. He seeks peace on the paths, past memory ladened old walls, on the face of common people of this land,  ancient trees. This journey is to absolve his burdened parents, to emancipate himself. It is a journey into the void.",10.0,1,0.0071,en
258054,Black Crown,1951-05-23,"A woman suffers from amnesia after killing her husband, who was just about to demand a divorce for having found her engaging in an affair with a lover, who is only interested in her to find where some precious jewels are hidden.",5.2,8,0.2056,es
706298,G.F. Handel: Messiah,1982-01-01,"In Handel's day this best-loved of all oratorios was performed by fewer than forty instrumentalists and a chorus, less than thirty strong, of boy trebles and men. That is the tradition to which Christopher Hogwood has returned in his performances with the Academy of Ancient Music. Members of the Academy all play instruments of the period or accurate modern copies. In this recording the choruses are sung by boy trebles and male altos, tenors and basses, members of the Choir of Westminster Abbey. The soloists improvise embellishments in the arias and, in certain cases, join in the singing of the choruses, just as they would have done 240 years ago.  The recording takes full advantage not only of Westminster Abbey's fine acoustic qualities, but also of the incomparable architectural splendor of the surroundings.",5.167,3,0.0327,en
725628,360° Geo - Les métallos de Chicago,2006-07-16,,6.5,2,0.0071,fr
936182,Nights of Constantinople,2001-01-01,The triumph of a young man in an important erotic literature contest reaches the ears of his grandmother.,1.0,1,0.0214,es
465499,The Art Of Fighting,,"In 1999 Hussain Sadiqi fled the remote mountains of central Afghanistan as the Taliban stepped up their violent persecution of the Hazara people. This was to be the start of Hussain’s epic 20,000km journey to Australia. 10 years later, this self-confessed ‘nomad’ is about to give up his new life in his new country to pursue a lifelong dream - a dream that was born over 20 years ago, when a young Hussain first saw a torn and battered picture of his life long hero, Bruce Lee.",9.0,1,0.0071,en
274871,Stars in Brazil,2014-06-04,"The ultimate guide to the players on the road to Rio. Ahead of the world football tournament in June &amp; July, Stars in Brazil celebrates ten of the world’s most talented players on the road to Rio. From Cristiano Ronaldo’s breathtaking skills to the brillance of Wayne Rooney, Stars in Brazil offers detailed player profiles, fantastic footage and exclusive interviews with football experts.",7.3,3,0.1016,en
890930,Средство Макропулоса,1979-03-11,,6.0,1,0.1156,ru
280543,Ikarus,1975-09-03,"Eight-year-old Matthias dreams that he will someday become a pilot and his divorced parents will get back together. He waits yearningly for his ninth birthday because his father has told him the story of Icarus, and promised to take him on a sightseeing flight. When Matthias' father doesn't come home, he is devastated. He runs throughout the city, talks to his friend about the relationships of adults, looks for his father at his desk, and gets himself into conflict with the police. As he sits alone on the roof of a house, he comes to the conclusion that Icarus didn't plummet to the earth because he didn't listen to his father, but rather because his father had forgotten him.",6.5,4,0.3374,de
284245,Passer l'hiver,2014-01-15,A gas station. Two women. Winter. Trips. Daily life. And then a risk. The hotel in Normandy. A step aside. The investigation. The red Lada. The beach. The death that works the living. A movement and a suspension. The brown girl. The love. A story of links that are woven.,5.0,1,0.2242,fr
377537,La bandida,1948-10-14,Roving cowboy good-guys defend a farm family from the outlaw gang that's trying to take over their homestead.,5.0,2,0.1366,en
950026,Dix petits nègres,1970-10-01,,6.0,1,0.1553,fr
683577,The Cabinet of Photos,2008-01-08,A gay couple comes up with a plan to gain a spot in the family photographs.,5.0,3,0.0,es
433396,Tjorven and Skrallan,1965-11-27,The residents of Seacrow island get new problems when Malin and Peter get their first child - Skrållan.,6.0,21,0.2796,sv
658907,Rantasalmen sulttaani,1953-01-01,,3.3,3,0.0563,fi
275643,Roses Are for the Rich,1987-05-17,"In a small town in Appalachia, Autumn's young husband is killed in a suspicious mine explosion. She vows vengeance on mine owner Douglas Osborne and dedicates her life to destroying him, even at the cost of her own happiness. When her attempts at financial ruin fail, she manipulates Osborne into marriage by claiming she is carrying his child. After Osborne dies from cyanide poisoning, Autumn is arrested for his murder, but she professes her innocence.",6.0,2,0.1852,en
562021,Ni distintos ni diferentes: Campeones,2018-11-16,"The cast of the film ""Campeones"", directed by Javier Fesser, talk about their day-to-day lives.",6.8,4,0.0611,es
430431,Diamonds. Theft,2010-09-09,"This is a poetic film set in the times of Lenin's NEP. A ballet dancer steals a brooch and gives it as a present to another dancer. This is a crime of passion. A mysterious black ball is after the heroine. She runs away from it and manages to give the brooch in an exquisite pirouette movement, as shiny as diamond facets. What gives a stone its dazzling luster are its polished facets. But the real gem is love, and it's much harder to get than any diamond in the world.",5.0,1,0.0648,ru
571826,Shine,2017-06-04,"Two male, glowing creatures start a fight over trying to impress a female. Each one of them wants to win her over by giving a better light show than his competitor. They are on fire - until one gets burned.",7.0,3,0.0623,en
971201,Our Take on Love,2022-10-15,"When unlucky-in-love Isabella and filmmaker Blake find themselves planning a huge celebration in a mansion where the most famous romance of all time blossomed, neither knew what they’d find. But as Isabella designs the signature dress and Blake films the story of the anniversary gala, they’re paired together to live and learn firsthand about the legendary, rich love story around them…they unexpectedly find a love and adventure they never knew could be true.",5.5,6,0.2274,en
679566,Buscando al culpable,1990-01-01,,5.0,2,0.0071,es
532448,"Samantha Hudson: A Story About Faith, Sex and Electro-Queer",2018-06-28,"He was a high school icon and now he's an Instagram icon. Many people admire him, others hate him, but he doesn't leave anyone indifferent. Neither will do this astonishing documentary film where there is a lot of sex, faith and all the queer electronic music in the world.",7.7,9,0.0822,es
126706,The Legend of Lizzie Borden,1975-02-10,A dramatization of the famous 1893 Massachusetts trial of the woman accused of murdering her father and stepmother with an ax.,6.7,29,0.6068,en
2302,Avalon,1990-10-05,"A Polish-Jewish family comes to the U.S. at the beginning of the twentieth century. There, the family and their children try to make themselves a better future in the so-called promised land.",6.635,85,0.7263,en
176379,Banda batki Knysha,1924-05-29,"Silent film set in 1919 during the Russian Civil War. The Red Army liberated a small town, but a unit of White Russians is still operating in the suburbs. A group of Red Army officers are posing as a gang of Batka Knysh to provoke the White Russians before the final blow.",4.2,4,0.1254,ru
887255,Alazia,2018-11-14,"As a last resort, a girl diagnosed with cancer goes to an unconventional shaman.",6.0,1,0.051,ro
48869,The Walls of Sana'a,1974-06-20,"The capital of Yemen, the city of Sana'a, holds an important part of history within its walls filled with medieval architecture and culture. But that same culture was about to disappear with the country's modernization which came after the civil war in the 1960's. To impeach such modern invasion, director Pasolini pledges to UNESCO for the recognition of Sana'a as a World Heritage Site.",6.0,14,0.0281,it
776044,The Death Disc: A Story of the Cromwellian Period,1909-12-02,"During the reign of Oliver Cromwell, Catholic worship is forbidden on pain of death. Three soldiers are arrested as Catholics and condemned to die. Cromwell decides to spare two of them and to determine which should die by chance. The guards bring the first child they meet. Whichever soldier she gives the 'death disc' to shall die. Cromwell is charmed by the girl and gives her his signet ring. By chance the child is the daughter of one of the soldiers and gives the death disc to her father, because she thinks it's pretty. The child is returned home to her mother, who learns of her husband's pending execution and of the power of the ring. She rushes to the place of execution and saves her husband by producing the ring.",0.5,1,0.1079,en
124439,Sahara Cross,1977-09-10,"Jean Bellard and Carl Mank, two Western engineers supported by Hamid are in search of a terrorist group that murdered their colleague in the Tunisian desert.",2.0,1,0.2707,it
260253,The Airship,1994-07-22,"A French woman arrives in Montevideo, to meet poet Juan Carlos Onetti and investigate the story of the city. She is intrigued by the photograph of the day when president Bordaz was killed and a zeppelin flew above the city at the turn of the century. She is helped by a photographer and both fall into a police intrigue.",5.4,8,0.0404,es
78546,The Antichrist,1974-11-22,An Italian nobleman seeks help after his paralyzed daughter becomes possessed by the spirit of a malevolent ancestress.,6.1,100,0.65,it
410461,Solon,2016-06-13,"Solon inhabits a dry, barren space. She begins her mission to nourish the Earth. The landscape and the character herself are changed. The world is born. The woman is born.",8.2,2,0.0894,pt
91047,Do Re Mi,1966-07-15,"Do, who doesn't take much consideration about his marriageis circled with so many debts. He lied to his mother in law to get some money. Do and his wife eventually got a divorce and Do moved out to Kuala Lumpur to start a new life.  Re on the other hand has a wife who is working at a night club whereas he stays at home and takes care of the house chores. Due to re's negligent behaviour his wife's money was stolen and he was told to leave the house bringing him dragging himself to the big city.  Mi, a bachelor who is head over heels with the girl who is staying across his house often loans him some money. While Mi was out looking for a job he helped out capturing the theif who snatched a lady's handbag alongside with Re and Do who was in the area and helped out as well. They became close friends since then.",7.0,20,0.2465,ms
108312,Native Son,1986-12-24,"In 1940s Chicago, a young black man takes a job as a chauffeur to a white family, which takes a turn for the worse when he accidentally kills the teenage daughter of the couple and then tries to cover it up.",5.6,11,0.6695,en
43382,The Texas Rangers,1951-06-03,It's 1874 and the Texas Rangers have been reorganized. But Sam Bass has assembled a group of notorious outlaws into a gang the Rangers are unable to cope with. So the Ranger Major releases two men from prison who are familiar with the movements and locations used by Bass and his men and sends them out to find him.,5.7,7,0.5223,en
151923,Gross Misconduct,1993-07-29,"Justin Thorne is a liberal arts professor. One of his college students is Jennifer Carter. She seduces Justin, then accuses him of rape. But it turns out that she has an unusual relationship with her father.",5.7,13,0.4565,en
614844,Rajdooth,2019-07-12,Sanjay sets out on a mission to find the vintage bike Rajdooth as asked by his future father-in-law in order to marry the love-of-his-life Priya.,7.0,1,0.3212,te
59951,Jack Falls,2011-03-21,Former undercover police officer Jack Adleth returns to London seeking those who tried to have him killed in Amsterdam.,4.6,26,0.741,en
119634,Two Little Boys,2012-09-20,"Nige runs over and accidentally kills a Scandinavian soccer star in an unfortunate incident involving a hot meat pie, a ginger cat and a policeman. He chucks the body in a nearby road works hole and runs to his best mate of fifteen years, Deano. But Deano's not the guy you should turn to in a crisis...",5.9,20,0.1771,en
396567,Inside The Fountain: Death and Rebirth,2007-05-15,A behind-the-scenes documentary about the making of Darren Aronofsky's ‘The Fountain’.,8.2,4,0.1398,en
85012,Hong Kong Ghost Stories,2011-10-27,"Wong Jing's Classroom follows Ling, the new substitute teacher at a suburban high school. She feels something wrong about her class. The students in her Class 4E are an unruly bunch, except for Don Don, who always sits quietly in the corner. Suspecting that her students Gi Gi, Co Co, and Fong engage in prostitution, Ling reports the problems with her class to the dean, only to be told that there has never been a Class 4E in the school...  In Patrick Kong's Travel, a group of friends go on vacation in Mainland, during which Bo gets killed in a road accident. At Bo's funeral, her travel mates meet Bo's estranged lover Ka Ming , with whom Bo had a heated quarrel on the phone just prior to her tragic death. At the hot-pot dinner after the funeral, a pale-faced Ka Ming reveals to the survivors the secret of his relationship with Bo before going on a killing spree...",3.8,6,0.4656,cn
131140,Carola: Sings Elvis & Barbra Streisand,2010-11-17,,5.0,1,0.0416,sv
286223,Shadow Zombie,2013-10-04,"Kim lives with his dad, sells weed to skaters, writes poetry, and snorts painkillers to get through the day. One evening, while strolling through the subdivision painted up as his alter ego Shadow Zombie, Kim catches the eye of a registered nurse and part-time clown Brandi. What follows is a brief romance marked by destruction by the very real phantoms emanating from Kim's dead-end present and Brandi's traumatic past. Shooting under near-documentary conditions in and around Lafayette, Louisiana, Jorge Torres-Torres operates peopling his film with a coterie of genuine Acadiana misfits. The merciless and at times unexpectedly poignant observation of Kim's world dares to see through to the human core of a drug addict or clinically depressed clown.",4.8,3,0.075,en
306727,Free and Easy: Samurai Edition,1998-12-23,A traveling ronin perceived as a fool impresses a samurai leader with his fishing skills and gains employment.,6.7,3,0.2617,ja
713840,Hidden Orchard Mysteries: The Case of the Air B and B Robbery,2020-06-12,"When a home robbery occurs in their peaceful neighborhood, two best friends looking for adventure attempt to discover the culprit. But in a small community where their closest neighbors are also the most likely suspects, solving a mystery is tricky business for these junior detectives. Nothing can stay hidden forever though, and their investigation digs up bigger secrets than they ever expected.",4.3,3,0.0743,en
770844,"Adolf Winkelmann, Kassel, 9.12.1967, 11.54h",1968-01-01,"Adolf Winkelmann maneuvers through Kassel’s shopping district with a Bolex camera strapped to his body, filming himself and the attention he attracts.",3.0,1,0.0505,de
42745,The Skull,1965-08-25,"An occult investigator buys the 150-year-old skull of the Marquis de Sade, which turns out to be possessed by evil spirits.",5.973,102,0.6767,en
300522,Breakdown,1977-12-01,"Gedeon is a young, ambitious detective. Three women have disappeared and he strongly believes that there’s direct connection between them. All three of them were driving lonely and have disappeared in the same region. After a lenghty discussion Gedeon gets the permission from his boss for going on patrol with his colleague in that area.",7.0,5,0.1266,hu
102495,The Perfect Suspect,2006-11-19,"When young Jo comes home, she finds out that her mothers' husband has been killed. The police investigation points to Maureen, her mother, who is arrested. However, the daughter believes in her mother's innocence so she does all she can to find the true killer.",3.5,2,0.2193,en
545483,Råggywood: Vi ska bli rappare,2015-01-24,The homeless brothers Brouk and Bile finds a place to stay with the mean dad Johan. Now they have to find jobs to pay the rent in one week. The easiest way seems to become rappers.,4.0,1,0.0239,sv
493299,Nothing Like Before,2018-03-22,"They are 19 years old, lead normal teenage lives, and attend the same school in a small Czech border town. The film portrays Teo, Renata, Anicka, and Nikola at a time when looming adulthood is beginning to cast an anxious shadow over their carefree high school existence. Each of them faces a momentous challenge whose outcome will change their life forever.",8.0,2,0.0389,cs
45196,James,2008-04-01,"Young James struggles as an outsider at his school. His teacher, Mr. Sutherland, is the only person he feels he can connect with. When James finally puts a voice to his feelings, Mr. Sutherland's response isn't what James had hoped for.",5.9,17,0.2528,en
355610,Stories... Stories... Stories from the Old Arbat,1982-10-15,Based on a play of the same name by Aleksei Arbuzov.,3.0,1,0.1917,ru
438372,Bs. As.,2006-01-31,"""Bs.As."" is an experimental documentary film that reframes the history of immigration from Galicia (Spain) to Buenos Aires (Argentina). A Galician man's curiosity about his long-lost relatives who immigrated to Buenos Aires takes him on a surreal journey across times and space. Through travel, photographs, letters, and phone calls he explores the unpredictable ways in which immigration creates both bonds and distance between people and places. ""Bs.As."" received various awards including the Premio Foco Galicia (Tui, 2007).",6.0,4,0.0596,gl
453192,Strawberries in the Summertime,2014-01-01,"A two-year-old boy revels in all things tiny and huge on and around a farm. His father nurtures his exuberant and insatiable curiosity of new experiences– from climbing a crumbling wall to discovering the natural world. As a father-son bond grows, the mother with camera observes, gets lost into a solitary landscape and returns. The fleeting and glowing visual field evokes the delicate tension between distance and intimacy. Richly toned black and white positive, negative and solarized images, combined with snippets of voice, suggest the texture of memory. Reeves shot, hand-processed, solarized and colored Strawberries in the Summertime in rural Ontario at the “Film Farm” Independent Imaging Retreat run by filmmaker Philip Hoffman.",5.0,1,0.0168,en
288380,Sentinels of Bronze,1937-01-02,Directed by Romolo Marcellini.,3.2,2,0.0379,it
216826,A Thousand Suns,2013-07-06,"In 1972, Djibril Diop Mambety shoots ""Touki Bouki."" Mory and Anta are in love. Two young lovers share the same dream: to leave Dakar for Paris. At the fateful moment, Anta embarks. Mory stays alone on quay, unable to tear himself away from his land. Forty years later, ""A Thousand Suns"" investigates the personal and universal inheritance which represents ""Touki Bouki."" What has happened since? Magaye Niang, the hero of the movie, has never left Dakar. And today, the old cowboy wonders where Anta is, the love of his youth. Stories about family, exile and cinema meet between the sphere of intimacy and that of myth.",6.7,7,0.1868,fr
258351,Aatadista,2008-03-20,"Jagan alias Chinna is industrialist Lion Rajendra's jobless son. He falls in love with Sunanda. Meanwhile he suggests that his father and his rival Raghunath get into a partnership to double up their efficiency. Without his knowledge his marriage is fixed to Raghunath's daughter, who obviously turns out to be Sunanda, but the families are not on great terms even after they fix the match. Raghunath is dealing in tobacco businesses that is actually owned by Bonala Shankar, a brusque and notorious MLA. Rajendra doesn't want to deal in that area, but Bonala threatens the board of directors too. Now Jagan has to deal with this corrupt politico and plays a game with him that shakes him from his very roots-spreads a rumor that he hit Shankar.",4.9,4,1.4411,te
320145,How Superman Defeated the KKK,2015-01-19,"In the aftermath of World War II, writer and activist, Stetson Kennedy, sets out on a one-man mission to infiltrate the Ku Klux Klan. Kennedy risks his life to pass on valuable Klan information to the producers of the Superman Radio Show.",5.1,5,0.0071,en
816512,Out At Night,2020-03-05,"Will is splashed by a car on a freezing night and the driver offers him a lift then a proposition: cash for his company. Will can't afford to say no and they find a quiet place to park, but something goes bump in the night before they do.",1.0,1,0.0338,en
654561,Between the Bodies,2012-10-14,"Hannah, 24, has been in Paris for six months and has partnered with Greg. One night, she goes out with Greg and meets a girl with whom she begins to flirt. They end the evening in bed and make love.",0.5,1,0.0071,fr
209921,Slimtime,2010-10-01,"While his wife is undergoing slimming treatment, Andre goes on a discovery tour of this very unusual center.",5.6,12,0.078,de
179047,Sobre el arco iris,2004-03-26,"A man buys a video camera and goes to Berlin adopting a new identity: Ludwig. Fascinated by the magic of cinema, he films his trip in an obsessive fascion, converting it into fiction",5.0,2,0.0714,es
827373,Ahmed Notredame,2021-05-13,"A series of murders and kidnappings occur by an unknown killer, and the police begin to search for him, and when a young journalist discovers that the killer has been influenced by the well-known character (The Hunchback of Notre Dame), he disguises himself as a similar person and calls himself (Ahmed Notre Dame), and agrees with a girl to kidnap her in order to attract His killer, who already begins to search for him and communicate with him.",2.0,1,0.8665,ar
753847,At the Frontera,2018-01-25,"When an ATF agent out of Houston is tasked to team up with the Mexico City District Attorney on a human trafficking case, he uncovers family ties with a serpentine real-estate developer. Now he must work with a criminal defense attorney to stop the reign of tyranny.",3.0,1,0.7019,en
700566,Young Older Sister-in-Law 2,2019-08-01,"Joon-goo is an innocent man in his 30s. He quit his job and runs a small BBQ place with his young and sexy wife, Mi-ri. Then one day, Mi-ri's sister, Na-ri, comes to their house. Na-ri is in her mid-20s. Joon-goo feels attracted to Na-ri who is calm and considerate, unlike minx Mi-ri. The two end up crossing the line after a small happening...",10.0,2,0.6164,ko
72076,Wenn man baden geht auf Teneriffa,1964-09-11,,5.9,7,0.1751,de
113983,Love Me Still,2008-01-01,"As the result of an armed robbery Mickey Ronson has served eight years in prison, leaving his wife Gemma and their child Lucy to cope on their own. As the time of Mickey's release draws near he can't wait to get back to his family and continue on with their lives. He plans a surprise for his loved ones by keeping the date a secret from all but his sister. Not long before he gets out, Mickey's brother Bobby gets involved with Gemma and Lucy on the pretence of helping them out. But Bobby has his own agenda and the events that ensue change all of their lives forever.",1.0,1,0.2421,en
15568,Gracie,2007-06-01,A teenager faces an uphill battle when she fights to give women the opportunity to play competitive soccer.,6.2,86,0.5619,en
269959,Alucardos: Portrait of a Vampire,2011-04-14,"Terror, transsexualism, and an eternal cult film. What is on the mind of horror film director Juan López Moctezuma and his fans, Manolo and Lalo, who are not only obsessed with the Mexican horror film 'Alucarda', but also believe in their hearts that they are its true characters? After finding the director in a psychiatric hospital, they kidnap him to make him remember his gloriously twisted past. An unclassifiable documentary film that uses interviews, stock shots and recreations of a past that may only have existed in the nightmares of its protagonists.",3.8,6,0.0331,es
877656,Stars Exchange,2021-12-31,"Bitter rivals on the stage, the show-business stars Polia Moliakova and Foma Mykhailovskyi, unexpectedly finding themselves in each other's bodies, try to return their lives back, but to achieve their goal, they will have to solve opponent's family and romantic problems.",5.8,6,0.3332,uk
131702,3 Wishes 3 Loves,2008-10-01,"Huda, Rian, and Syahid are friends living in Islamic boarding school. They lost someone in their family and aspire to different things in their lives.",7.5,1,0.1454,id
458814,Manodopera,2016-11-03,An immigrant worker renovates a flat. Young men reflect on their existence.,7.8,2,0.0327,el
979617,In Memory of Me,2006-03-10,"After eight years, a young successful lawyer reluctantly goes back to her small hometown for her best friend's wedding. When the memories of an affair she had with another woman during high school resurface, her present starts to unravel.",3.5,2,0.0071,en
855397,Etharkkum Thunindhavan,2022-03-10,"A lawyer turns judge jury and executioner and goes after a gang, led by a minister's son, that threatens women with videos of them.",5.926,34,1.1721,ta
612161,Fluff,2003-03-07,Images from an all-male strip show.,1.5,2,0.0491,xx
994318,Unfavorable Odds,2022-09-09,"Brad Wilson is a preoccupied, presumptuous, business man and husband to his neglected wife, Victoria. Until he meets with his colleagues and finds his best-friend is a playboy, with everything he wants in life especially any woman that he desires. After Brad plays high-stakes with Victoria as the prize, he finds himself against unfavorable odds.",4.3,3,0.0639,en
72962,George and A.J.,2009-11-10,George & A.J. is a short film created by Pixar which uses characters from the film Up to tell what Nurses George and A.J. did after Carl Fredricksen left with his house tied to balloons in the feature film.,5.8,162,0.4201,en
979257,Wivine,2022-05-23,"In post-apocalyptic Belgium, a young woman is looking for her boyfriend and gradually sinks into madness, an unexpected event will make her regain hope.",6.0,1,0.0,fr
376035,The Price,2016-03-02,"Magdy is a quiet, unassuming Taxi driver. When Magdy's wife becomes seriously ill all of Magdy's piteous earnings go to the escalating health costs of keeping her alive, he is given an opportunity to pay her medical bills. All Magdy has to do is agree to kill GALAL, the well-known left-wing writer who is known for his anti-Islamic views. Fate brings Dima, a Syrian immigrant into Magdy's life. In this exploration, Magdy and Dima's journey by way of violence and death turns out to be their path to self-discovery and true redemption.",3.0,2,0.0637,ar
39486,Secretariat,2010-08-20,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",7.429,602,2.728,en
627142,The Collector,2019-06-07,Diane has to join forces with a group of so called “demon collectors” in order to find and destroy the demon responsible for her mother’s death.,6.5,2,0.051,en
365207,Kreuzwege,1998-01-01,Father Achatius and his friend Ambrosia,2.0,1,0.3057,de
678770,En tres y dos,1985-12-31,Mexican feature film,5.0,2,0.0261,es
451839,Citipati,2016-11-29,"An animated short, winner of Annie award",5.0,3,0.1392,xx
708859,Amsterdam Boulevard,1991-01-01,"Gaby, a gay guy, lives with his sick father. One day Salvador, an ex-lover, appears in his apartment, who comes to borrow money from him and to ask him to be a couple again.",5.0,2,0.0956,es
